Order_ID,Product_Category,Shipping_Mode,Order_Value,Package_Weight_Kg,Warehouse_Distance_Km,Items_in_Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic_Index,Delivery_Time_Hours
ORD-100489,Home_Kitchen,Express,2347.11,1.656,385.5,3,1.02,5.4,7.01,15.92
ORD-100154,Electronics,Express,4824.91,2.417,51.0,2,3.33,6.07,6.1,12.19
ORD-100638,Groceries,Standard,1189.13,7.696,160.5,5,3.76,6.23,5.89,21.45
ORD-100662,Electronics,Same_Day,31525.45,4.521,50.2,4,5.67,5.18,4.1,14.12
ORD-100853,Beauty,Standard,793.38,0.179,34.0,2,1.79,4.78,8.06,14.25
ORD-100287,Apparel,Same_Day,2791.0,0.505,15.4,4,5.32,6.79,4.36,10.4
ORD-100625,Apparel,Standard,3173.25,0.589,32.0,3,1.21,4.37,5.01,12.55
ORD-101140,Apparel,Express,1818.94,0.973,290.4,5,4.12,4.15,2.81,13.36
ORD-100685,Apparel,Standard,4242.92,2.019,263.2,7,2.89,4.57,,20.3
ORD-101030,Home_Kitchen,Standard,6205.88,3.843,12.3,4,2.18,5.93,3.82,17.34
ORD-100898,Electronics,Standard,12564.59,3.269,14.0,6,2.24,3.99,5.25,17.14
ORD-100569,Home_Kitchen,Standard,5010.06,21.086,25.1,4,1.96,5.51,5.32,16.67
ORD-101157,Electronics,standard,8822.0,0.618,408.9,4,3.37,5.04,8.24,26.83
ORD-100734,Electronics,Express,6676.12,2.195,26.7,2,1.58,7.2,2.19,10.3
ORD-100792,APPAREL ,Same_Day,842.92,0.725,29.2,3,3.22,6.54,4.69,9.38
ORD-100017,Electronics,Same_Day,6538.45,5.586,27.8,8,3.24,5.89,4.76,13.73
ORD-100127,Electronics,Standard,40091.76,1.942,328.7,3,4.27,7.85,6.09,25.27
ORD-100322,Apparel,Express,5266.16,0.898,15.0,3,6.75,4.95,4.2,12.69
ORD-100255,Groceries,Standard,2457.42,4.475,758.0,3,1.79,2.73,2.74,21.35
ORD-100971,Electronics,Standard,27459.04,1.929,65.9,3,4.48,5.38,3.96,19.76
ORD-101193,Beauty,Same_Day,473.68,0.244,26.0,1,2.91,4.67,5.89,7.82
ORD-100190,Beauty,Standard,964.21,1.284,7.4,3,4.09,8.22,8.49,20.18
ORD-100115,Books,Standard,2407.81,2.155,43.4,8,2.63,5.7,5.75,14.39
ORD-101187,Beauty,Same_Day,1549.78,0.5,6.1,5,3.56,5.33,3.41,8.64
ORD-100965,Home_Kitchen,Standard,2190.47,5.854,1390.4,4,2.61,6.89,6.17,42.33
ORD-100606,Books,Express,1378.96,2.423,680.0,4,3.47,3.0,5.71,23.01
ORD-100180,Books,standard,258.54,0.313,447.8,2,2.46,7.41,9.47,20.47
ORD-100301,Electronics,Standard,9249.36,7.612,1456.3,8,2.3,6.41,7.88,44.49
ORD-100496,Apparel,Standard,1478.12,2.383,33.6,5,3.71,3.69,6.54,16.43
ORD-100348,Home_Kitchen,Express,1293.5,0.283,178.4,2,3.35,6.25,5.68,16.2
ORD-101049,Apparel,EXPRESS,742.06,1.133,10.9,6,4.38,5.34,7.06,12.18
ORD-101080,Apparel,Same Day,2049.57,0.836,44.5,4,1.85,2.95,2.35,7.14
ORD-100744,Home_Kitchen,Standard,7344.82,0.772,1363.2,4,2.31,7.03,9.43,42.31
ORD-100044,Books,Standard,1303.33,1.382,1049.6,6,1.61,5.59,4.38,27.81
ORD-100984,Electronics,Standard,8139.95,1.478,239.1,1,5.23,6.58,5.92,25.56
ORD-100517,Groceries,Express,871.45,3.382,252.1,4,,7.38,5.36,13.49
ORD-100372,Apparel,standard,753.07,0.252,655.5,1,1.63,7.67,5.45,25.86
ORD-100045,Books,Express,314.88,1.514,32.3,2,1.61,7.01,3.53,8.01
ORD-100476,Apparel,Same_Day,2222.48,0.245,23.7,1,1.67,7.99,6.47,6.62
ORD-100157,Groceries,Standard,875.94,9.725,8.7,4,4.54,6.07,5.06,13.91
ORD-101060,Beauty,Express,4792.93,0.296,53.3,4,2.27,4.46,6.3,12.25
ORD-100171,Home_Kitchen,Standard,11227.12,2.691,365.6,4,3.39,4.24,6.45,25.96
ORD-100016,Home_Kitchen,Same_Day,3113.44,2.669,25.2,2,4.84,8.95,6.49,12.35
ORD-100511,Books,Express,794.45,2.758,8.2,4,2.73,5.33,7.76,10.25
ORD-100048,groceries,Same_Day,2212.7,6.515,40.5,9,3.47,7.19,7.06,8.61
ORD-100191,Apparel,Standard,4947.25,0.555,16.3,6,3.37,4.63,4.7,17.83
ORD-100546,APPAREL ,Standard,2523.07,2.282,32.1,7,4.72,8.63,,18.91
ORD-100515,Electronics,Standard,7651.87,7.81,16.1,4,3.46,5.72,5.61,18.05
ORD-101007,Apparel,Standard,681.0,0.53,8.4,3,2.71,3.11,6.19,12.6
ORD-100966,Beauty,Same_Day,1314.81,0.111,14.5,4,3.43,6.79,7.76,10.4
ORD-100828,Books,Standard,285.15,1.01,37.4,2,1.6,9.21,7.57,14.79
ORD-101013,Beauty,Same_Day,763.33,0.522,44.9,6,5.78,4.91,,12.44
ORD-100480,Apparel,Standard,2836.9,3.002,1458.4,13,7.1,9.42,6.81,44.45
ORD-101142,Books,Standard,1194.97,0.409,625.5,1,5.75,4.1,4.61,24.86
ORD-100283,APPAREL ,Same_Day,2555.91,0.825,31.0,3,3.27,7.35,5.39,8.67
ORD-101043,Groceries,Same_Day,742.7,3.798,4.7,1,4.96,4.84,5.34,8.94
ORD-100797,Electronics,Express,27497.8,4.378,42.5,6,4.84,6.89,6.8,17.99
ORD-100994,Beauty,Standard,2708.56,0.462,564.7,5,2.17,7.46,5.5,24.27
ORD-100225,Beauty,Express,3891.67,0.529,27.3,7,2.81,6.29,5.94,14.67
ORD-100026,Home_Kitchen,Standard,1504.74,0.65,36.4,1,6.25,8.06,5.58,22.68
ORD-100282,Apparel,Express,1523.13,-1.5,33.7,3,2.83,7.2,2.24,10.26
ORD-101163,Electronics,Express,11480.3,1.299,208.7,3,1.81,3.71,3.32,12.11
ORD-100437,Home_Kitchen,Standard,1582.69,7.347,988.5,3,3.23,5.91,6.1,33.0
ORD-101181,Electronics,EXPRESS,41808.02,8.991,198.6,5,2.3,7.29,4.5,14.99
ORD-100364,Groceries,Standard,1122.05,4.401,52.8,2,4.84,5.82,6.07,17.47
ORD-100229,Electronics,Standard,10040.24,1.858,1222.2,3,0.93,4.08,6.77,38.33
ORD-100037,Home_Kitchen,Express,4622.96,1.58,229.1,4,2.12,5.96,5.13,14.28
ORD-100669,Apparel,EXPRESS,532.18,0.67,17.7,6,2.34,6.02,6.21,12.55
ORD-100749,Books,Standard,407.86,1.554,41.2,3,1.03,4.01,1.68,12.4
ORD-101194,Books,Same_Day,1974.32,2.418,30.1,9,4.68,4.98,9.02,12.58
ORD-100374,Electronics,Standard,5961.94,1.405,418.7,4,2.11,6.09,5.09,22.66
ORD-100469,Home_Kitchen,Standard,2989.14,6.736,787.3,4,1.07,2.78,6.35,27.76
ORD-100882,Beauty,Standard,1497.66,0.295,1387.0,2,3.82,8.39,5.01,36.51
ORD-101096,Apparel,Standard,3323.19,1.291,75.4,8,3.71,7.58,2.76,18.27
ORD-101195,Electronics,Standard,6384.94,3.443,939.6,4,3.78,3.92,2.52,31.0
ORD-100687,Beauty,Standard,3947.63,1.667,211.4,9,5.12,3.28,8.4,22.85
ORD-100032,Apparel,Standard,3640.79,0.823,343.9,6,3.38,5.9,3.69,19.23
ORD-100639,Books,Standard,375.75,0.606,533.1,2,3.34,7.94,6.27,25.61
ORD-101052,Apparel,Standard,2166.29,1.193,472.4,4,4.48,6.28,4.89,26.29
ORD-100194,Electronics,Standard,8119.19,2.287,1067.8,2,0.86,5.72,3.02,31.29
ORD-101119,Books,Same Day,2480.71,3.688,25.7,9,5.22,5.86,6.76,13.49
ORD-101127,Groceries,Standard,761.78,2.117,64.0,1,2.83,5.27,5.48,13.39
ORD-100980,Beauty,Standard,798.42,0.663,915.3,2,4.53,1.0,2.55,28.28
ORD-100503,Home_Kitchen,Express,2269.42,1.556,129.2,2,1.86,3.95,3.93,8.92
ORD-100915,Beauty,Standard,2335.23,1.044,36.1,7,5.22,5.25,3.85,17.49
ORD-101006,Beauty,Standard,3000.53,1.179,942.2,7,1.53,2.8,5.22,30.62
ORD-101197,Groceries,EXPRESS,761.69,1.55,293.1,3,4.05,8.75,3.89,15.93
ORD-101101,Apparel,Same_Day,1562.49,0.521,51.2,2,4.59,5.45,6.02,10.81
ORD-100800,Groceries,Standard,541.39,4.182,258.2,2,5.35,6.84,3.84,18.67
ORD-100579,Apparel,Express,7455.06,1.254,159.3,7,3.75,9.05,6.79,17.59
ORD-100160,Electronics,Same_Day,10436.49,0.847,30.1,4,3.27,7.97,5.69,13.11
ORD-100680,Electronics,Standard,4481.17,2.752,408.6,5,4.28,5.43,4.89,24.92
ORD-100956,Groceries,Standard,2086.81,6.16,296.7,5,3.39,6.27,5.07,19.99
ORD-101144,Apparel,Standard,1170.54,0.982,435.9,3,4.78,5.7,7.18,25.46
ORD-100162,Apparel,Same_Day,4501.07,1.443,27.5,2,3.12,3.94,5.6,8.76
ORD-100821,Home_Kitchen,Express,5081.15,9.972,31.3,5,1.98,5.89,3.02,11.0
ORD-100705,Home_Kitchen,Standard,4431.72,12.653,47.4,7,3.5,6.63,5.09,20.49
ORD-101031,Groceries,Express,1232.8,2.148,289.8,4,2.29,3.12,4.15,10.17
ORD-100877,Apparel,Same_Day,1869.58,0.626,15.1,4,1.85,4.34,6.27,8.15
ORD-100895,Books,Standard,591.01,1.553,819.0,3,2.79,8.76,2.35,29.62
ORD-100913,Beauty,Standard,654.81,0.824,41.7,3,6.42,9.14,4.12,17.26
ORD-100849,Beauty,Same_Day,2302.64,0.866,4.9,4,2.18,9.42,8.7,10.95
ORD-100152,Electronics,Express,11907.38,15.693,41.8,6,3.27,3.94,6.49,14.72
ORD-101008,Groceries,Express,773.41,2.753,246.5,4,3.01,7.75,4.63,16.35
ORD-101160,Electronics,Express,8519.56,2.542,22.0,2,1.58,3.27,6.87,12.18
ORD-100509,Electronics,Standard,100716.3,7.205,26.7,5,3.79,7.64,4.65,19.34
ORD-100111,APPAREL ,Standard,1541.1,1.473,310.3,2,0.91,2.96,4.81,15.09
ORD-100226,Electronics,Express,11370.36,8.825,120.3,7,2.45,2.1,3.93,14.97
ORD-101015,Electronics,Standard,7834.39,1.659,563.7,3,3.5,5.18,8.39,27.52
ORD-100851,Electronics,Standard,9572.94,6.689,32.1,4,0.98,5.42,2.42,13.61
ORD-100103,Beauty,Standard,3148.38,0.99,8.7,5,2.21,6.31,6.9,16.74
ORD-100421,Electronics,Standard,3235.05,3.583,9.5,3,1.33,5.62,7.72,16.8
ORD-100419,Beauty,Standard,952.05,0.553,429.7,5,2.32,3.43,4.65,20.4
ORD-100967,Electronics,Express,2728.16,19.509,39.5,5,3.79,9.06,6.77,17.72
ORD-100624,Beauty,Same_Day,1446.18,0.989,9.7,4,4.3,8.12,2.67,8.44
ORD-100586,Electronics,Standard,10922.08,3.777,7.7,2,1.83,8.29,5.06,15.4
ORD-101074,Books,Same_Day,199.0,1.591,28.4,2,2.71,5.27,2.47,5.36
ORD-100919,Home_Kitchen,Standard,6901.8,7.31,400.6,5,2.07,7.11,,21.88
ORD-100672,Beauty,EXPRESS,1033.95,0.633,299.4,3,5.01,7.52,7.02,17.4
ORD-100119,Groceries,Standard,836.09,4.107,1030.4,2,2.7,2.62,4.2,26.99
ORD-100053,Groceries,EXPRESS,2538.15,11.963,207.4,6,4.43,8.26,8.98,16.83
ORD-100151,Books,Standard,969.38,1.145,289.9,3,2.71,4.84,4.33,18.98
ORD-100403,Electronics,Express,22417.62,2.585,141.9,3,2.33,7.52,7.68,17.16
ORD-100439,Groceries,Express,896.6,3.419,25.8,3,5.96,6.88,5.88,12.14
ORD-100207,Groceries,Express,1637.66,3.02,47.9,2,3.1,4.24,3.92,8.56
ORD-101148,Home_Kitchen,Standard,5376.97,1.12,2.4,3,2.43,4.7,3.85,15.38
ORD-100658,Home_Kitchen,Standard,3992.07,3.536,296.3,7,6.24,5.7,3.26,23.06
ORD-101110,Electronics,Express,15960.46,2.073,3.5,2,3.27,6.99,6.44,14.51
ORD-100232,Beauty,Express,1013.59,0.134,69.5,3,2.06,9.23,5.81,12.74
ORD-100008,Electronics,Express,9534.38,-1.5,10.3,3,1.03,3.9,5.53,9.82
ORD-100159,Groceries,Standard,430.87,3.305,13.8,2,3.28,6.23,7.28,17.75
ORD-100036,Electronics,Standard,2577.4,0.808,77.4,4,9.15,7.66,10.0,27.14
ORD-100452,Groceries,Express,3872.14,8.174,27.7,6,1.89,5.45,2.75,8.14
ORD-100651,Books,Standard,641.25,2.851,970.3,5,2.97,5.02,6.18,27.61
ORD-100253,Apparel,Standard,555.66,0.562,48.6,1,5.96,5.79,3.51,16.01
ORD-100303,Home_Kitchen,Standard,1241.53,8.676,121.8,3,1.29,4.63,3.83,18.51
ORD-100896,Apparel,Express,2970.38,0.428,34.9,3,1.22,2.73,2.71,7.29
ORD-101062,Apparel,Express,793.58,0.857,325.3,5,1.38,1.0,4.6,13.18
ORD-100880,Apparel,Standard,2487.55,0.979,15.3,6,2.62,1.0,1.77,12.39
ORD-100571,Books,Standard,1375.93,1.693,62.2,4,6.27,5.54,4.71,18.93
ORD-101011,Home_Kitchen,Same_Day,1370.7,2.194,13.9,2,1.42,3.71,4.8,7.53
ORD-101146,Groceries,Express,1755.5,8.922,6.6,5,3.24,8.31,9.95,12.13
ORD-100623,Home_Kitchen,Standard,5207.45,10.181,27.8,6,1.64,5.74,3.76,16.13
ORD-100345,Books,Standard,1616.13,1.42,427.4,5,2.84,6.15,4.42,22.85
ORD-100820,Electronics,Standard,12749.36,19.468,1106.8,11,11.48,5.53,4.11,41.07
ORD-100262,Apparel,Express,7178.68,,98.7,10,5.23,4.06,4.0,15.59
ORD-100150,Books,Standard,461.43,0.692,28.1,2,6.69,3.59,5.89,19.41
ORD-100472,electronics,Standard,10487.22,6.018,188.4,10,2.93,6.31,5.85,21.89
ORD-100640,Groceries,Standard,729.22,10.94,64.1,5,2.19,6.55,7.41,19.48
ORD-100058,Electronics,Standard,9094.42,2.635,1433.6,4,5.46,9.65,5.4,43.53
ORD-101143,Books,Express,675.47,1.326,2.1,6,5.17,7.57,6.64,14.61
ORD-100550,Home_Kitchen,Standard,8935.9,1.071,-12.0,5,6.16,5.64,8.29,21.26
ORD-100928,Home_Kitchen,Standard,1578.42,10.184,13.2,5,1.79,5.18,4.16,15.15
ORD-100488,Home_Kitchen,Standard,2688.65,7.31,416.1,5,2.97,6.88,6.77,26.26
ORD-101094,Home_Kitchen,Express,1082.85,9.5,160.7,1,2.8,6.26,5.05,13.28
ORD-100146,Apparel,Standard,4744.51,0.513,218.1,4,3.41,5.51,8.42,23.13
ORD-100402,Books,Standard,415.38,1.362,1458.1,2,3.83,6.28,6.9,39.21
ORD-100954,Beauty,Express,2739.7,0.344,32.4,5,1.31,3.35,2.33,6.7
ORD-101138,Electronics,Standard,20490.68,2.929,468.2,7,4.2,8.76,7.58,31.31
ORD-100659,Apparel,Same_Day,1633.62,2.744,56.6,6,2.47,5.55,4.76,7.25
ORD-100463,Apparel,Standard,1767.68,0.855,363.7,3,2.18,6.5,2.98,19.63
ORD-100186,Apparel,Express,483.49,0.25,10.8,1,5.7,6.82,9.73,15.58
ORD-100608,Groceries,Standard,851.64,6.461,60.9,3,4.55,5.47,4.72,16.73
ORD-100143,Home_Kitchen,Express,1112.94,3.455,184.1,2,3.67,7.57,6.33,16.45
ORD-100751,Apparel,Standard,1756.09,0.497,62.6,2,2.3,8.24,4.9,13.35
ORD-100981,Books,Standard,1507.55,4.158,537.0,4,5.03,9.33,5.41,27.28
ORD-100197,Books,Standard,313.0,0.349,1214.1,1,4.76,6.43,6.79,35.05
ORD-100883,Home_Kitchen,Standard,2314.42,1.442,187.6,5,2.45,7.76,9.22,21.19
ORD-100279,Books,Standard,787.14,2.626,935.6,3,3.39,7.63,3.91,29.92
ORD-100293,Electronics,Same Day,23457.9,1.242,5.6,3,2.3,6.84,6.53,11.99
ORD-101102,Books,Express,1603.36,1.643,30.3,5,4.36,8.94,8.28,15.02
ORD-100400,Apparel,Standard,,0.683,22.7,2,4.56,6.76,8.91,18.13
ORD-100122,Electronics,Same_Day,33275.5,3.259,3.9,4,1.96,5.22,5.96,10.34
ORD-100202,Home_Kitchen,Standard,3290.77,10.716,41.9,4,2.1,3.75,5.54,16.15
ORD-100835,Home_Kitchen,Same_Day,1765.69,4.824,28.0,2,2.48,5.74,5.52,8.38
ORD-100246,Home_Kitchen,Standard,2501.51,1.841,368.0,4,4.06,1.8,3.9,21.58
ORD-101153,Electronics,standard,30528.49,4.439,34.1,3,1.21,4.92,3.89,14.95
ORD-100384,Apparel,Express,5675.32,3.229,615.4,9,3.48,7.26,7.82,23.5
ORD-100854,Apparel,Express,331.23,0.439,43.4,3,0.57,3.28,3.68,7.42
ORD-100219,APPAREL ,Standard,2970.04,0.331,48.9,3,3.83,8.14,8.03,19.35
ORD-100641,Books,Express,625.67,0.839,106.3,3,1.81,6.88,8.08,13.54
ORD-100001,Apparel,Express,2504.42,3.4,340.0,11,3.32,6.46,4.73,17.95
ORD-100112,Apparel,Standard,1423.07,0.956,191.6,2,4.23,4.29,5.51,19.46
ORD-100698,Groceries,Standard,1771.34,2.025,1153.0,5,2.4,7.67,9.44,36.13
ORD-100951,Apparel,Same_Day,1775.35,0.87,3.7,3,2.46,4.18,3.17,5.15
ORD-101092,APPAREL ,Standard,1552.43,1.458,1284.0,3,3.93,3.76,4.75,31.76
ORD-100441,Electronics,Standard,12562.05,1.587,56.1,3,1.89,6.82,6.72,16.35
ORD-100663,Electronics,Same_Day,5846.81,0.514,8.1,2,2.48,8.5,6.41,11.06
ORD-101109,electronics,Same_Day,14747.94,2.196,32.4,3,2.03,6.68,5.01,9.98
ORD-100317,Groceries,Express,1602.72,5.032,43.2,4,1.17,4.52,,7.37
ORD-100648,Groceries,Standard,1451.63,3.918,341.5,6,2.11,4.39,5.74,17.58
ORD-100709,Home_Kitchen,Express,1179.04,1.533,52.3,3,3.18,10.0,4.99,13.76
ORD-100972,Electronics,Standard,9566.36,2.069,29.8,2,4.58,5.18,3.4,18.8
ORD-100627,Electronics,Standard,10915.25,5.87,17.6,4,1.45,6.37,4.98,16.2
ORD-100632,Electronics,Express,15072.95,2.697,20.7,6,3.86,7.23,8.45,13.37
ORD-101185,Books,Standard,642.5,0.75,429.3,2,7.61,10.0,4.28,27.7
ORD-101120,Groceries,Standard,853.07,3.182,699.9,2,0.86,4.89,3.7,20.58
ORD-100795,Apparel,Standard,387.31,0.326,123.9,1,1.89,7.01,7.86,17.0
ORD-100645,Books,Standard,1064.35,1.714,241.2,4,6.0,6.65,7.45,22.93
ORD-101012,Home_Kitchen,Same_Day,5949.39,3.347,45.7,4,3.09,6.17,4.56,10.07
ORD-100556,Apparel,Express,721.72,0.506,131.3,2,0.3,3.6,2.96,7.65
ORD-100681,Apparel,Standard,5408.06,0.767,1041.0,3,3.0,7.64,5.86,32.28
ORD-100577,Home_Kitchen,Express,3002.32,11.368,21.5,6,1.91,4.71,4.14,11.12
ORD-100524,Electronics,Standard,5334.34,6.24,318.0,3,7.24,5.09,5.28,25.03
ORD-101059,groceries,Standard,1288.41,6.198,43.8,3,2.79,1.0,2.58,11.86
ORD-100540,Beauty,Express,4459.71,1.693,21.3,5,2.79,6.13,4.97,11.9
ORD-100748,Books,Express,1529.55,1.747,431.1,4,4.2,2.89,4.98,17.28
ORD-101120,Groceries,Standard,853.07,3.182,699.9,2,0.86,4.89,3.7,20.58
ORD-100484,Electronics,standard,2266.8,1.769,176.1,3,2.09,2.94,4.2,17.5
ORD-100095,Groceries,standard,4051.3,6.992,26.2,6,2.58,5.52,4.64,13.66
ORD-101020,Books,Standard,,0.928,377.4,1,2.26,4.31,3.66,16.25
ORD-100563,groceries,Standard,1358.42,1.702,129.6,3,1.29,4.78,5.06,15.91
ORD-100742,Books,standard,1026.78,0.949,215.9,4,1.77,6.68,8.95,19.83
ORD-100863,Home_Kitchen,Standard,3387.96,1.851,730.3,9,4.41,6.44,5.0,32.11
ORD-100891,Beauty,Standard,1059.09,0.302,1329.3,3,5.61,5.69,7.1,37.55
ORD-101038,Home_Kitchen,Standard,9664.5,4.336,424.6,3,6.16,5.64,2.3,27.44
ORD-100206,Electronics,Standard,15610.39,,-12.0,5,4.93,6.45,8.04,20.35
ORD-100392,Home_Kitchen,Standard,15494.35,5.435,31.5,4,2.99,7.02,6.04,19.49
ORD-100794,Electronics,Express,6296.97,4.255,225.1,3,1.77,3.39,5.45,11.92
ORD-100870,Groceries,Standard,807.51,3.965,1350.3,2,2.55,5.53,5.49,32.92
ORD-100397,Apparel,Standard,2248.08,1.037,1113.1,5,1.51,3.78,4.02,31.05
ORD-100766,Electronics,Standard,60876.18,2.081,31.1,8,3.92,5.82,4.96,21.55
ORD-101113,Beauty,Standard,1220.33,0.391,408.5,2,5.28,5.89,7.07,27.17
ORD-101028,Groceries,Express,2216.04,2.844,398.0,4,1.86,6.41,7.62,14.03
ORD-100642,Electronics,Express,6829.09,1.176,7.8,2,1.63,3.47,6.03,11.49
ORD-100612,Beauty,Express,892.65,1.505,851.9,6,3.68,3.49,5.51,24.71
ORD-100960,Home_Kitchen,Express,9123.61,17.779,68.9,7,7.65,7.2,7.61,21.62
ORD-100725,Electronics,Standard,2033.54,3.329,7.4,2,2.72,8.29,7.08,17.4
ORD-100683,Home_Kitchen,Standard,2707.69,,673.8,3,5.61,9.23,5.89,32.15
ORD-100098,Electronics,Standard,4013.69,0.881,420.3,3,3.87,6.08,2.94,25.5
ORD-100804,Electronics,Express,12953.23,1.49,476.8,3,1.92,3.78,2.97,16.95
ORD-100406,Apparel,Standard,3615.55,,765.8,5,2.21,1.21,2.14,21.48
ORD-100502,Beauty,Standard,451.46,1.272,37.9,4,2.9,6.34,6.76,17.88
ORD-101071,Home_Kitchen,Standard,10953.53,2.783,49.4,4,5.13,4.99,4.13,19.8
ORD-101056,Beauty,Standard,3160.34,0.715,21.1,5,6.48,3.68,1.0,14.07
ORD-100929,Groceries,Express,1675.8,8.737,356.9,7,5.07,4.63,4.35,16.04
ORD-100779,Books,Standard,478.51,0.501,420.3,2,8.22,6.17,5.08,25.62
ORD-100200,Groceries,Standard,696.01,2.449,1194.0,2,2.38,6.14,2.35,28.4
ORD-100134,Home_Kitchen,Standard,3292.96,3.642,334.9,2,2.18,5.92,7.43,22.49
ORD-101051,Electronics,Express,8941.11,8.307,127.3,4,1.66,7.15,5.51,14.56
ORD-100040,Apparel,Standard,4306.38,0.968,205.7,8,4.68,5.13,3.56,20.23
ORD-101017,Books,Express,227.8,1.996,66.9,2,3.47,8.63,6.56,13.95
ORD-100230,Electronics,Express,27774.81,2.014,576.1,6,4.34,5.43,5.95,23.87
ORD-100378,Apparel,standard,4573.46,0.491,1465.3,2,2.69,5.42,3.68,34.8
ORD-100288,Home_Kitchen,Express,29766.13,3.743,438.8,6,3.85,6.8,3.09,17.67
ORD-100418,Electronics,Standard,8158.78,3.166,22.5,2,3.21,5.37,5.75,18.74
ORD-100391,Electronics,Express,11093.67,0.887,39.4,2,4.81,5.32,4.98,15.19
ORD-100592,Apparel,Standard,1313.63,1.189,323.5,3,3.66,6.34,3.34,20.08
ORD-101086,Groceries,Standard,1174.12,7.997,1404.1,3,2.76,6.65,7.66,38.99
ORD-100647,Home_Kitchen,Standard,5340.23,4.505,43.6,4,5.39,3.31,4.36,17.82
ORD-100520,Books,EXPRESS,683.52,1.403,478.1,4,5.46,6.02,5.05,21.02
ORD-100064,Groceries,Same_Day,840.54,4.764,58.4,5,2.03,5.71,5.04,8.1
ORD-100014,Home_Kitchen,Standard,1340.64,2.79,307.2,4,5.95,6.06,6.01,25.54
ORD-101064,Apparel,Express,1661.37,0.973,86.0,5,1.32,2.89,6.42,9.31
ORD-100492,Groceries,Standard,587.37,4.154,151.1,2,6.22,7.7,4.17,22.15
ORD-100379,Groceries,Standard,620.54,2.769,506.3,2,1.19,6.18,7.33,23.49
ORD-100187,Electronics,Standard,12352.64,4.574,644.1,4,2.84,5.85,8.07,28.56
ORD-100763,Electronics,Same_Day,8764.05,3.604,36.8,4,7.57,6.24,4.85,14.22
ORD-100216,Electronics,Standard,7794.33,3.748,976.8,4,1.25,6.56,6.45,32.46
ORD-100791,Apparel,Express,1882.67,0.746,35.4,5,3.57,9.08,7.97,14.23
ORD-101076, Home_Kitchen,Standard,5695.26,27.038,76.6,5,2.27,4.71,3.96,17.05
ORD-100878,Home_Kitchen,Same_Day,8162.25,6.163,20.4,4,2.09,6.28,9.53,11.86
ORD-100337,Groceries,Standard,2037.89,2.806,25.5,3,1.78,4.98,5.14,13.79
ORD-100719,Beauty,Express,2526.8,0.444,23.5,7,2.66,4.77,3.44,8.64
ORD-100295,Beauty,Express,992.62,0.186,211.6,2,1.91,8.78,8.25,16.44
ORD-101016,groceries,Standard,515.01,1.442,109.2,1,0.43,2.92,5.66,12.93
ORD-100455,Electronics,Standard,8765.94,3.808,346.5,4,2.91,5.01,1.74,18.91
ORD-100815,Books,Standard,1272.79,1.964,49.0,5,2.22,2.98,3.83,15.54
ORD-100269,Electronics,Standard,4476.52,0.662,11.5,1,0.76,5.37,3.26,13.79
ORD-100995,Apparel,Same_Day,622.81,0.248,15.0,1,3.21,6.14,6.28,9.58
ORD-100201,Beauty,Same_Day,1321.56,0.902,38.0,5,5.3,2.39,5.8,10.86
ORD-100161,Beauty,Express,3491.53,0.871,22.1,3,1.72,6.5,2.98,9.53
ORD-100729,Home_Kitchen,Standard,1550.25,1.476,43.8,2,6.29,6.62,5.77,20.71
ORD-100401,Beauty,Standard,3822.25,1.006,45.9,3,4.62,5.97,4.15,20.02
ORD-100702,Electronics,Standard,6627.2,4.617,384.8,5,2.44,6.89,7.0,22.71
ORD-101129,Beauty,Express,255.84,1.027,5.4,1,6.95,6.28,5.56,12.96
ORD-100565,Groceries,Express,1133.89,5.303,28.3,5,1.28,3.51,3.63,5.65
ORD-101021,Groceries,Standard,1998.39,12.74,261.6,7,3.82,7.6,3.44,22.57
ORD-101025,Apparel,Express,1008.01,,127.4,3,2.01,6.29,6.56,12.93
ORD-101104,Electronics,standard,11666.99,9.791,7.8,4,6.33,6.62,7.57,23.06
ORD-100205,Apparel,Standard,817.78,0.527,896.7,2,3.72,9.26,6.14,29.35
ORD-100034,Home_Kitchen,Standard,1076.41,1.608,24.2,1,4.63,5.46,5.9,19.46
ORD-100775,Books,Express,2719.95,2.247,23.2,7,3.81,5.72,4.85,11.09
ORD-100508,Home_Kitchen,standard,10000.28,2.368,1337.9,4,4.0,6.26,4.57,36.94
ORD-101198,Apparel,Express,487.25,0.567,214.8,1,4.95,6.02,6.95,16.86
ORD-100091,Groceries,Express,1460.36,14.716,54.6,10,4.72,5.08,7.14,13.71
ORD-100897,Apparel,Express,870.7,1.658,126.0,3,4.51,6.37,8.2,13.16
ORD-100564,Groceries,Standard,,12.483,38.9,11,6.4,8.69,9.17,20.85
ORD-100776, Home_Kitchen,Same_Day,1605.4,6.295,46.2,5,4.01,5.33,9.65,14.02
ORD-100241,Books,Standard,797.7,2.687,72.4,5,2.51,5.78,4.99,15.97
ORD-100013,Books,Same Day,601.26,4.579,47.0,6,7.5,6.97,9.82,17.63
ORD-100315,Apparel,Standard,4251.31,0.726,330.3,4,3.4,5.17,4.87,20.43
ORD-100600,Home_Kitchen,Same Day,3952.9,1.009,37.9,1,0.3,4.48,5.27,5.19
ORD-100387,Beauty,Same_Day,751.13,0.272,2.1,2,3.55,4.84,4.28,6.76
